,id,Nome abreviado,Designação,Descrição do Indicador,Área | Subárea | Dimensão,Intervalo Esperado,Intervalo Aceitável,Área clínica,Anos Disponíveis,Intervalo Aceitável 2023,Mínimo Aceitável 2023,Máximo Aceitável 2023,Intervalo Aceitável 2024,Mínimo Aceitável 2024,Máximo Aceitável 2024,Intervalo Esperado 2023,Mínimo Esperado 2023,Máximo Esperado 2023,Intervalo Esperado 2024,Mínimo Esperado 2024,Máximo Esperado 2024,ide,idg,search_indexes,link_sdm,bicsp
178,27,"Proporção crianças 2A, c/ PNV cumprido até 2A","Proporção de crianças com 2 anos, com PNV totalmente cumprido até ao 2º aniversário","Indicador que exprime a proporção de crianças com PNV totalmente cumprido na data do 2º aniversário, entre as que completam 2 anos.
Numerador: Contagem de crianças com PNV totalmente cumprido na data do 2º aniversário.
Denominador: Contagem de crianças que completam 2 anos.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,"27 proporcao criancas 2a, c/ pnv cumprido ate 2a proporcao de criancas com 2 anos, com pnv totalmente cumprido ate ao 2o aniversario saude infantil e juvenil ---",https://sdm.min-saude.pt/BI.aspx?id=27,False
179,270,Índice de acompanham. adequado em saúde materna,Índice de acompanhamento adequado em saúde materna,"Índice com resultados possíveis numa escala entre 0 e 1, exprimindo o grau de acompanhamento na área de saúde materna (de acordo com as normas da DGS).
Numerador: Somatório do ""score de acompanhamento em s. materna"" determinado para cada gravidez/puerpério. O ""score de acompanhamento em s. materna"" de puérpera inscrita pode variar entre 0 e 1 de acordo com o número e qualidade dos procedimentos realizados e com a ponderação definida para cada procedimento.
Denominador: Contagem de puérperas.",Desempenho | Gestão da Saúde | Saúde da Mulher,"Ano de 2023: [0.6; 1]
Ano de 2024: [0.6; 1]","Ano de 2023: [0.51; 1]
Ano de 2024: [0.51; 1]",Saúde Materna,"2023, 2024",[0.51; 1],0.51,1.0,[0.51; 1],0.51,1.0,[0.6; 1],0.6,1.0,[0.6; 1],0.6,1.0,False,False,270 indice de acompanham. adequado em saude materna indice de acompanhamento adequado em saude materna saude materna desempenho | gestao da saude | saude da mulher,https://sdm.min-saude.pt/BI.aspx?id=270,True
180,271,Índice de acompanhamento adequado utentes DM,Índice de acompanhamento adequado em utentes com Diabetes Mellitus,"Índice com resultados possíveis numa escala entre 0 e 1, exprimindo o grau de acompanhamento dos utentes com aiabetes mellitus, de acordo com as normas da DGS.
Numerador: Somatório do ""score de acompanhamento"" determinado para cada utente com Diabetes Mellitus inscrito. O ""score de acompanhamento"" de cada utente com Diabetes Mellitus inscrito pode variar entre 0 e 1 de acordo com o número e qualidade dos procedimentos realizados e com a ponderação definida para cada procedimento.
Denominador: Contagem de utentes inscritos com Diabetes Mellitus.",Desempenho | Gestão da Doença | Diabetes Mellitus,"Ano de 2023: [0.8; 1]
Ano de 2024: [0.8; 1]","Ano de 2023: [0.68; 1]
Ano de 2024: [0.68; 1]",Diabetes Mellitus,"2023, 2024",[0.68; 1],0.68,1.0,[0.68; 1],0.68,1.0,[0.8; 1],0.8,1.0,[0.8; 1],0.8,1.0,False,False,271 indice de acompanhamento adequado utentes dm indice de acompanhamento adequado em utentes com diabetes mellitus diabetes mellitus desempenho | gestao da doenca | diabetes mellitus,https://sdm.min-saude.pt/BI.aspx?id=271,True
181,272,Índice de acompanham. adequado de hipertensos,Índice de acompanhamento adequado de utentes com hipertensão arterial,"Índice com resultados possíveis numa escala entre 0 e 1, exprimindo o grau de acompanhamento dos utentes hipertensos, de acordo com as normas da DGS.
Numerador: Somatório do ""score de acompanhamento"" determinado para cada hipertenso inscrito. O ""score de acompanhamento"" de cada hipertenso inscrito pode variar entre 0 e 1 de acordo com o número e qualidade dos procedimentos realizados e com a ponderação definida para cada procedimento.
Denominador: Contagem de utentes inscritos com hipertensão arterial.",Desempenho | Gestão da Doença | Hipertensão Arterial,"Ano de 2023: [0.82; 1]
Ano de 2024: [0.82; 1]","Ano de 2023: [0.65; 1]
Ano de 2024: [0.65; 1]",Hipertensão Arterial,"2023, 2024",[0.65; 1],0.65,1.0,[0.65; 1],0.65,1.0,[0.82; 1],0.82,1.0,[0.82; 1],0.82,1.0,False,False,272 indice de acompanham. adequado de hipertensos indice de acompanhamento adequado de utentes com hipertensao arterial hipertensao arterial desempenho | gestao da doenca | hipertensao arterial,https://sdm.min-saude.pt/BI.aspx?id=272,True
182,273,"Proporção utentes >= 75 A, c/ presc. cró. < 5 fár.","Proporção de utentes com idade igual ou superior a 75 anos, com prescrição crónica inferior a cinco fármacos","Indicador que exprime a proporção de utentes com 75 ou mais anos de idade, com prescrição crónica inferior a 5 fármacos.
Numerador: Contagem de utentes inscritos com prescrição crónica inferior a 5 fármacos.
Denominador: Contagem de utentes inscritos com 75 ou mais anos de idade.",---,---,---,Saúde Idoso,"2023, 2024",---,,,---,,,---,,,---,,,False,False,"273 proporcao utentes >= 75 a, c/ presc. cro. < 5 far. proporcao de utentes com idade igual ou superior a 75 anos, com prescricao cronica inferior a cinco farmacos saude idoso ---",https://sdm.min-saude.pt/BI.aspx?id=273,False
183,274,"Propor. DM2 c/ indic. insul., em terap. adequada","Proporção de utentes com diabetes tipo 2 e indicação para insulinoterapia, a fazer terapêutica adequada","Indicador que exprime a proporção de utentes com diabetes tipo 2 e indicação para insulinoterapia, com pelo menos uma prescrição de insulina nos últimos 12 meses.
Numerador: Contagem de utentes inscritos com diabetes tipo 2 e com prescrição de insulina nos últimos 12 meses (AA).
Denominador: Soma da contagem de utentes inscritos com diabetes tipo 2 e prescrição de insulina (BB) e da contagem de utentes com diabetes tipo 2, sem prescrição de insulina e HbA1c superior a 9% (CC).",Desempenho | Gestão da Doença | Diabetes Mellitus,"Ano de 2023: [82; 100]
Ano de 2024: [82; 100]","Ano de 2023: [65; 100]
Ano de 2024: [65; 100]",Diabetes Mellitus,"2023, 2024",[65; 100],65.0,100.0,[65; 100],65.0,100.0,[82; 100],82.0,100.0,[82; 100],82.0,100.0,True,True,"274 propor. dm2 c/ indic. insul., em terap. adequada proporcao de utentes com diabetes tipo 2 e indicacao para insulinoterapia, a fazer terapeutica adequada diabetes mellitus desempenho | gestao da doenca | diabetes mellitus",https://sdm.min-saude.pt/BI.aspx?id=274,True
184,275,Proporção novos DM2 em terap. c/ metform. monot.,Proporção de utentes com novo diagnóstico diabetes tipo 2 que iniciam terapêutica com metformina em monoterapia,"Indicador que exprime a proporção de utentes com novo diagnóstico de diabetes tipo 2 que iniciam terapêutica farmacológica com metformina em monoterapia.
Numerador: Contagem de utentes inscritos com novo diagnóstico de diabetes tipo 2 que iniciam terapêutica farmacológica com metformina em monoterapia.
Denominador: Contagem de utentes inscritos com novo diagnóstico de diabetes tipo 2 e a quem foi iniciada terapêutica farmacológica.",Desempenho | Gestão da Doença | Diabetes Mellitus,"Ano de 2023: [70; 100]
Ano de 2024: [70; 100]","Ano de 2023: [55; 100]
Ano de 2024: [50; 100]",Diabetes Mellitus,"2023, 2024",[55; 100],55.0,100.0,[50; 100],50.0,100.0,[70; 100],70.0,100.0,[70; 100],70.0,100.0,True,True,275 proporcao novos dm2 em terap. c/ metform. monot. proporcao de utentes com novo diagnostico diabetes tipo 2 que iniciam terapeutica com metformina em monoterapia diabetes mellitus desempenho | gestao da doenca | diabetes mellitus,https://sdm.min-saude.pt/BI.aspx?id=275,True
185,276,Rácio DDD prescrita DPP-4 e antidiabét. orais,"Rácio entre o somatório de DDD prescrita em inibidores DPP-4 e o somatório de DDD prescrita em antidiabéticos não insulínicos, em doentes com Diabetes Mellitus tipo 2","Indicador que exprime o rácio entre o somatório de DDD prescrita com inibidores DPP-4 e o somatório de DDD prescrita com antidiabéticos não insulínicos, em doentes com Diabetes Mellitus tipo 2.
Numerador: Somatório de DDD prescrita com inibidores DPP-4 em doentes com Diabetes Mellitus tipo 2.
Denominador: Somatório de DDD prescrita com antidiabéticos não insulínicos, em doentes com Diabetes Mellitus tipo 2.",Desempenho | Qualificação da Prescrição | Prescrição Farmacoterapêutica,"Ano de 2023: [0; 28]
Ano de 2024: [0; 23]","Ano de 2023: [0; 38]
Ano de 2024: [0; 30]",Diabetes Mellitus,"2023, 2024",[0; 38],0.0,38.0,[0; 30],0.0,30.0,[0; 28],0.0,28.0,[0; 23],0.0,23.0,False,True,"276 racio ddd prescrita dpp-4 e antidiabet. orais racio entre o somatorio de ddd prescrita em inibidores dpp-4 e o somatorio de ddd prescrita em antidiabeticos nao insulinicos, em doentes com diabetes mellitus tipo 2 diabetes mellitus desempenho | qualificacao da prescricao | prescricao farmacoterapeutica",https://sdm.min-saude.pt/BI.aspx?id=276,True
186,277,"Proporção fumadores, c/ consulta relac. tabaco 1A","Proporção de utentes com idade igual ou superior a 14 anos e com hábitos tabágicos, a quem foi realizada consulta relacionada com tabagismo, no último ano","Indicador que exprime a proporção de fumadores com idade igual ou superior a 14 anos, a quem foi feita consulta relacionada com tabagismo, no último ano.
Numerador: Contagem de fumadores com idade igual ou superior a 14 anos a quem foi feita consulta relacionada com tabagismo, no último ano.
Denominador: Contagem de fumadores com idade igual ou superior a 14 anos.",Desempenho | Gestão da Doença | Multimorbilidade e Outros Tipos de Doenças,"Ano de 2023: [31; 100]
Ano de 2024: [31; 100]","Ano de 2023: [14; 100]
Ano de 2024: [14; 100]",Transversal,"2023, 2024",[14; 100],14.0,100.0,[14; 100],14.0,100.0,[31; 100],31.0,100.0,[31; 100],31.0,100.0,False,False,"277 proporcao fumadores, c/ consulta relac. tabaco 1a proporcao de utentes com idade igual ou superior a 14 anos e com habitos tabagicos, a quem foi realizada consulta relacionada com tabagismo, no ultimo ano transversal desempenho | gestao da doenca | multimorbilidade e outros tipos de doencas",https://sdm.min-saude.pt/BI.aspx?id=277,True
187,278,Propor. medicam. prescr. de classes com genéricos,Proporção de embalagens de medicamentos prescritos de classes terapêuticas com genérico,"Indicador que exprime a proporção de embalagens de medicamentos prescritos de classes terapêuticas com genérico.
Numerador: Contagem de embalagens de medicamentos prescritos de classes terapêuticas com genérico.
Denominador: Contagem de embalagens de medicamentos prescritos.",Desempenho | Qualificação da Prescrição | Prescrição Farmacoterapêutica,"Ano de 2023: [66; 80]
Ano de 2024: [66; 80]","Ano de 2023: [60; 90]
Ano de 2024: [60; 90]",Transversal,"2023, 2024",[60; 90],60.0,90.0,[60; 90],60.0,90.0,[66; 80],66.0,80.0,[66; 80],66.0,80.0,False,False,278 propor. medicam. prescr. de classes com genericos proporcao de embalagens de medicamentos prescritos de classes terapeuticas com generico transversal desempenho | qualificacao da prescricao | prescricao farmacoterapeutica,https://sdm.min-saude.pt/BI.aspx?id=278,True
188,279,Proporção VD enfermagem fim-de-semana e feriado,Proporção de visitas domiciliárias de enfermagem efetuadas no período de fim-de-semana ou em dias de feriado,"Exprime a proporção de visitas domiciliárias no ano a utentes [integrados na ECCI] no período fim-de-semana ou em dias de feriado.
Numerador: Contagem de visitas domiciliárias de enfermagem a realizadas a utentes [integrados na ECCI] no período fim-de-semana ou em dias de feriado.
Denominador: Contagem de visitas domiciliárias de enfermagem realizadas a utentes [integrados na ECCI].",Desempenho | Acesso | Distribuição da Atividade,"Ano de 2023: [10; 21]
Ano de 2024: [10; 21]","Ano de 2023: [6; 28]
Ano de 2024: [5; 28]",Transversal,"2023, 2024",[6; 28],6.0,28.0,[5; 28],5.0,28.0,[10; 21],10.0,21.0,[10; 21],10.0,21.0,False,False,279 proporcao vd enfermagem fim-de-semana e feriado proporcao de visitas domiciliarias de enfermagem efetuadas no periodo de fim-de-semana ou em dias de feriado transversal desempenho | acesso | distribuicao da atividade,https://sdm.min-saude.pt/BI.aspx?id=279,False
189,28,"Proporção crianças 7A, c/ PNV cumprido até 7A","Proporção de crianças com 7 anos, com PNV totalmente cumprido até ao 7º aniversário","Indicador que exprime a proporção de crianças com PNV totalmente cumprido na data do 7º aniversário, entre as que completam 7 anos.
Numerador: Contagem de crianças com PNV totalmente cumprido na data do 7º aniversário.
Denominador: Contagem de crianças que completam 7 anos.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,"28 proporcao criancas 7a, c/ pnv cumprido ate 7a proporcao de criancas com 7 anos, com pnv totalmente cumprido ate ao 7o aniversario saude infantil e juvenil ---",https://sdm.min-saude.pt/BI.aspx?id=28,False
190,280,Proporção ute. aval. equi. multip. prim. 48h,Proporção de utentes com contacto pela equipa multiprofissional nas primeiras 48h,"Exprime a proporção de utentes [integrados na ECCI] no ano, com contacto nas primeiras 48h pela equipa multiprofissional.
Numerador: Contagem de utentes [integrados na ECCI], com contacto nas primeiras 48h pela equipa multiprofissional.
Denominador: Contagem de utentes [integrados na ECCI].",Desempenho | Acesso | Tempos Máximos de Resposta Garantidos,"Ano de 2023: [92; 100]
Ano de 2024: [92; 100]","Ano de 2023: [65; 100]
Ano de 2024: [70; 100]",Transversal,"2023, 2024",[65; 100],65.0,100.0,[70; 100],70.0,100.0,[92; 100],92.0,100.0,[92; 100],92.0,100.0,False,False,280 proporcao ute. aval. equi. multip. prim. 48h proporcao de utentes com contacto pela equipa multiprofissional nas primeiras 48h transversal desempenho | acesso | tempos maximos de resposta garantidos,https://sdm.min-saude.pt/BI.aspx?id=280,False
191,281,"Número médio visitas domic. por utente, por mês","Número médio de visitas domiciliárias por qualquer elemento da equipa, por utente, por mês de internamento","Indicador que exprime o número médio de visitas domiciliárias por qualquer elemento da equipa, por utente, por mês.
Fator 1: Contagem de domicílios realizados a utentes [integrados na ECCI].
Fator 2: Somatório do número de dias de internamento de utentes [integrados na ECCI].
Fórmula: [Fator 1] / [Fator 2] x 365,25 / 12",Desempenho | Acesso | Distribuição da Atividade,"Ano de 2023: [12; 31]
Ano de 2024: [12; 31]","Ano de 2023: [9; 31]
Ano de 2024: [9; 31]",Transversal,"2023, 2024",[9; 31],9.0,31.0,[9; 31],9.0,31.0,[12; 31],12.0,31.0,[12; 31],12.0,31.0,False,False,"281 numero medio visitas domic. por utente, por mes numero medio de visitas domiciliarias por qualquer elemento da equipa, por utente, por mes de internamento transversal desempenho | acesso | distribuicao da atividade",https://sdm.min-saude.pt/BI.aspx?id=281,False
192,282,Proporção de turmas abrangidas p/ P. N. S. Escolar,Proporção de turmas abrangidas pelo Programa Nacional de Saúde Escolar,"Exprime a proporção de turmas do parque escolar na área de abrangência da UCC que são abrangidas por cuidados previstos no Programa Nacional de Saúde Escolar.
Numerador: Contagem de turmas do parque escolar na área de abrangência da UCC, abrangidas pelos cuidados previstos no Programa Nacional de Saúde Escolar.
Denominador: Contagem de turmas do parque escolar na área de abrangência da UCC.",Desempenho | Acesso | Cobertura ou Utilização,"Ano de 2023: [55; 100]
Ano de 2024: [65; 100]","Ano de 2023: [28; 100]
Ano de 2024: [35; 100]",Saúde Escolar,"2023, 2024",[28; 100],28.0,100.0,[35; 100],35.0,100.0,[55; 100],55.0,100.0,[65; 100],65.0,100.0,False,False,282 proporcao de turmas abrangidas p/ p. n. s. escolar proporcao de turmas abrangidas pelo programa nacional de saude escolar saude escolar desempenho | acesso | cobertura ou utilizacao,https://sdm.min-saude.pt/BI.aspx?id=282,False
193,283,Proporção crian./jov. c/ NSE c/ interv. S. Escolar,Proporção de crianças e jovens com Necessidades de Saúde Especiais (NSE) que foram alvo de intervenção de enfermagem no âmbito da saúde escolar,"Exprime a proporção de crianças e jovens com Necessidades de Saúde Especiais (NSE) que foram alvo de intervenção de enfermagem no âmbito da saúde escolar.
Numerador: Contagem de crianças e jovens com Necessidades de Saúde Especiais (NSE) que foram alvo de intervenção de enfermagem no âmbito da saúde escolar.
Denominador: Contagem crianças e jovens com Necessidades de Saúde Especiais (NSE).",Desempenho | Intervenção Comunitária | Saúde Escolar,"Ano de 2023: [40; 100]
Ano de 2024: [45; 100]","Ano de 2023: [10; 100]
Ano de 2024: [10; 100]",Saúde Escolar,"2023, 2024",[10; 100],10.0,100.0,[10; 100],10.0,100.0,[40; 100],40.0,100.0,[45; 100],45.0,100.0,False,False,283 proporcao crian./jov. c/ nse c/ interv. s. escolar proporcao de criancas e jovens com necessidades de saude especiais (nse) que foram alvo de intervencao de enfermagem no ambito da saude escolar saude escolar desempenho | intervencao comunitaria | saude escolar,https://sdm.min-saude.pt/BI.aspx?id=283,False
194,284,Propor. uten. c/ alta ECCI c/ objet. atingidos,Proporção de utentes com alta da ECCI com objetivos atingidos,"Exprime a proporção de utentes [integrados na ECCI] no ano, com alta e [objetivos atingidos].
Numerador: Contagem de utentes [integrados na ECCI] no ano, com alta e [objetivos atingidos].
Denominador: Contagem de utentes [integrados na ECCI].",Desempenho | Gestão da Doença | ECCI,"Ano de 2023: [75; 100]
Ano de 2024: [80; 100]","Ano de 2023: [62; 100]
Ano de 2024: [62; 100]",Não aplicável,"2023, 2024",[62; 100],62.0,100.0,[62; 100],62.0,100.0,[75; 100],75.0,100.0,[80; 100],80.0,100.0,False,False,284 propor. uten. c/ alta ecci c/ objet. atingidos proporcao de utentes com alta da ecci com objetivos atingidos nao aplicavel desempenho | gestao da doenca | ecci,https://sdm.min-saude.pt/BI.aspx?id=284,False
195,285,Taxa de efetivid. na prevenção de úlceras pressão,Taxa de efetividade na prevenção de úlceras de pressão,"Exprime a proporção de utentes [integrados na ECCI] que, apresentando risco de desenvolver de ulcera de pressão, nunca chegou a ser diagnosticada a presença de úlcera de pressão durante a integração.
Numerador: Contagem de utentes [integrados na ECCI] com risco de úlcera de pressão e sem registo de presença de úlcera de pressão durante a integração.
Denominador: Contagem de utentes [integrados na ECCI] com risco de úlcera de pressão.",Desempenho | Gestão da Doença | ECCI,"Ano de 2023: [95; 100]
Ano de 2024: [95; 100]","Ano de 2023: [85; 100]
Ano de 2024: [85; 100]",Não aplicável,"2023, 2024",[85; 100],85.0,100.0,[85; 100],85.0,100.0,[95; 100],95.0,100.0,[95; 100],95.0,100.0,False,False,285 taxa de efetivid. na prevencao de ulceras pressao taxa de efetividade na prevencao de ulceras de pressao nao aplicavel desempenho | gestao da doenca | ecci,https://sdm.min-saude.pt/BI.aspx?id=285,False
196,286,Taxa de cicatrização de úlceras de pressão,Taxa de resolução (cicatrização) de úlceras de pressão,"Exprime a proporção de diagnósticos de enfermagem de úlcera de pressão documentados em utentes [integrados na ECCI] com resolução.
Numerador: Contagem de diagnósticos de enfermagem de úlcera de pressão documentados em utentes [integrados na ECCI] com resolução.
Denominador: Contagem de diagnósticos de enfermagem de úlcera de pressão documentados em utentes [integrados na ECCI].",Desempenho | Gestão da Doença | ECCI,---,---,Não aplicável,"2023, 2024",---,,,---,,,---,,,---,,,False,False,286 taxa de cicatrizacao de ulceras de pressao taxa de resolucao (cicatrizacao) de ulceras de pressao nao aplicavel desempenho | gestao da doenca | ecci,https://sdm.min-saude.pt/BI.aspx?id=286,False
197,287,Taxa incidência de úlcera pressão na ECCI,Taxa de incidência de úlcera de pressão durante a integração na ECCI,"Exprime a proporção de novos casos de úlcera de pressão documentados em utentes [integrados na ECCI].
Numerador: Contagem de utentes [integrados na ECCI] a quem foi documentado novo diagnóstico de enfermagem de [úlcera de pressão].
Denominador: Contagem de utentes [integrados na ECCI].",Desempenho | Gestão da Doença | ECCI,"Ano de 2023: [0; 5]
Ano de 2024: [0; 4]","Ano de 2023: [0; 13]
Ano de 2024: [0; 10]",Não aplicável,"2023, 2024",[0; 13],0.0,13.0,[0; 10],0.0,10.0,[0; 5],0.0,5.0,[0; 4],0.0,4.0,False,False,287 taxa incidencia de ulcera pressao na ecci taxa de incidencia de ulcera de pressao durante a integracao na ecci nao aplicavel desempenho | gestao da doenca | ecci,https://sdm.min-saude.pt/BI.aspx?id=287,False
198,288,Taxa de resolução da ineficácia/compromisso na GRT,Taxa de resolução da ineficácia/compromisso na GRT,"Exprime a proporção de utentes com diagnóstico de enfermagem de ""GRT Ineficaz/comprometido"" com modificação positiva do diagnóstico para ""sem GRT comprometido"" ou de ""GRT eficaz"".
Numerador: Contagem de utentes com diagnóstico de enfermagem de ""GRT comprometido"" com modificação positiva do diagnóstico para ""sem GRT comprometido "" ou de ""GRT ineficaz"" com modificação positiva do diagnóstico para ""GRT eficaz"".
Denominador: Contagem de utentes com diagnóstico de enfermagem de ""GRT comprometido"" ou de ""GRT ineficaz"".",---,---,---,Transversal,"2023, 2024",---,,,---,,,---,,,---,,,False,False,288 taxa de resolucao da ineficacia/compromisso na grt taxa de resolucao da ineficacia/compromisso na grt transversal ---,https://sdm.min-saude.pt/BI.aspx?id=288,False
199,289,Proporção utentes c/ ganhos controlo dor - UCC,Proporção de utentes com ganhos expressos no controlo da intensidade da dor,"Exprime a proporção de utentes com diagnóstico de enfermagem relacionados com o foco ""dor"" com modificação positiva do mesmo.
Numerador: Contagem de utentes com pelo menos uma consulta de enfermagem na UCC,com diagnóstico de enfermagem relacionado com o foco ""dor"" com modificação positiva do mesmo.
Denominador: Contagem de utentes com pelo menos uma consulta de enfermagem na UCC, com pelo menos um diagnóstico de enfermagem relacionados com o foco ""dor"".",Desempenho | Gestão da Doença | ECCI,"Ano de 2023: [80; 100]
Ano de 2024: [82; 100]","Ano de 2023: [60; 100]
Ano de 2024: [60; 100]",Transversal,"2023, 2024",[60; 100],60.0,100.0,[60; 100],60.0,100.0,[80; 100],80.0,100.0,[82; 100],82.0,100.0,False,False,289 proporcao utentes c/ ganhos controlo dor - ucc proporcao de utentes com ganhos expressos no controlo da intensidade da dor transversal desempenho | gestao da doenca | ecci,https://sdm.min-saude.pt/BI.aspx?id=289,False
200,29,"Proporção jovens 14A, c/ PNV cumprido até 14A","Proporção de jovens com 14 anos, com PNV totalmente cumprido até ao 14º aniversário","Indicador que exprime a proporção de jovens com PNV totalmente cumprido na data do 14º aniversário, entre os que completam 14 anos.
Numerador: Contagem de jovens com PNV totalmente cumprido na data do 14º aniversário.
Denominador: Contagem de jovens que completam 14 anos.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,"29 proporcao jovens 14a, c/ pnv cumprido ate 14a proporcao de jovens com 14 anos, com pnv totalmente cumprido ate ao 14o aniversario saude infantil e juvenil ---",https://sdm.min-saude.pt/BI.aspx?id=29,False
201,290,"Propor. utentes c/ melhoria ""depend. autocuid.""","Proporção de utentes com melhoria no nível de ""dependência no autocuidado""","Exprime a proporção de utentes integrados na ECCI com melhoria do nível de ""dependência no autocuidado""
Numerador: Contagem de utentes integrados na ECCI que apresentam diminuição do nível de dependência no autocuidado ao longo da integração na ECCI.
Denominador: Contagem de utentes integrados na ECCI, com pelo menos uma avaliação do nível de dependência.",Desempenho | Gestão da Doença | ECCI,"Ano de 2023: [72; 100]
Ano de 2024: [72; 100]","Ano de 2023: [45; 100]
Ano de 2024: [45; 100]",Transversal,"2023, 2024",[45; 100],45.0,100.0,[45; 100],45.0,100.0,[72; 100],72.0,100.0,[72; 100],72.0,100.0,False,False,"290 propor. utentes c/ melhoria ""depend. autocuid."" proporcao de utentes com melhoria no nivel de ""dependencia no autocuidado"" transversal desempenho | gestao da doenca | ecci",https://sdm.min-saude.pt/BI.aspx?id=290,False
202,291,Proporção utentes integrados ECCI c/ intern. hosp.,Proporção de utentes com internamento hospitalar durante a integração na ECCI,"Exprime a proporção de utentes [integrados na ECCI] no ano, com ""alta por internamento hospitalar"" ou ""suspensão de vaga por internamento hospitalar"".
Numerador: Contagem de utentes [integrados na ECCI] no ano, com ""alta por internamento hospitalar"" ou ""suspensão de vaga por internamento hospitalar"".
Denominador: Contagem de utentes [integrados na ECCI].",Desempenho | Gestão da Doença | ECCI,"Ano de 2023: [0; 5]
Ano de 2024: [0; 5]","Ano de 2023: [0; 12]
Ano de 2024: [0; 12]",Não aplicável,"2023, 2024",[0; 12],0.0,12.0,[0; 12],0.0,12.0,[0; 5],0.0,5.0,[0; 5],0.0,5.0,False,False,291 proporcao utentes integrados ecci c/ intern. hosp. proporcao de utentes com internamento hospitalar durante a integracao na ecci nao aplicavel desempenho | gestao da doenca | ecci,https://sdm.min-saude.pt/BI.aspx?id=291,False
203,292,Taxa de ocupação da ECCI,Taxa de ocupação da ECCI,"Exprime a taxa de ocupação da ECCI.
Numerador: Somatório de dias de integração dos utentes na ECCI durante o período em análise.
Denominador: Produto entre o número de vagas e o número de dias no período em análise.",Desempenho | Acesso | Cobertura ou Utilização,"Ano de 2023: [86; 100]
Ano de 2024: [86; 100]","Ano de 2023: [70; 100]
Ano de 2024: [70; 100]",Não aplicável,"2023, 2024",[70; 100],70.0,100.0,[70; 100],70.0,100.0,[86; 100],86.0,100.0,[86; 100],86.0,100.0,False,False,292 taxa de ocupacao da ecci taxa de ocupacao da ecci nao aplicavel desempenho | acesso | cobertura ou utilizacao,https://sdm.min-saude.pt/BI.aspx?id=292,False
204,293,Tempo médio de permanência em ECCI,Tempo médio de permanência em ECCI,"Exprime o tempo médio de permanência na ECCI, em dias.
Numerador: Somatório do número de dias de internamento dos utentes integrados na ECCI.
Denominador: Número de utentes integrados na ECCI, com alta durante o período em análise.",Desempenho | Gestão da Doença | ECCI,"Ano de 2023: [30; 120]
Ano de 2024: [30; 120]","Ano de 2023: [15; 150]
Ano de 2024: [15; 150]",Não aplicável,"2023, 2024",[15; 150],15.0,150.0,[15; 150],15.0,150.0,[30; 120],30.0,120.0,[30; 120],30.0,120.0,False,False,293 tempo medio de permanencia em ecci tempo medio de permanencia em ecci nao aplicavel desempenho | gestao da doenca | ecci,https://sdm.min-saude.pt/BI.aspx?id=293,False
205,294,Taxa domicílios enferm. p/ 1000 inscritos idosos,Taxa de consultas de enfermagem no domicílio por 1.000 inscritos idosos,"Exprime o número de domicílios de enfermagem realizados por ano por cada 1.000 utentes idosos.
Numerador: Contagem de domicílios de enfermagem realizados no período em análise.
Denominador: Contagem de utentes idosos com [
inscrição ativa
] durante pelo menos um dia do período em análise.",Desempenho | Gestão da Saúde | Saúde do Idoso,"Ano de 2023: [570; 1500]
Ano de 2024: [500; 1500]","Ano de 2023: [300; 1500]
Ano de 2024: [150; 1500]",Transversal,"2023, 2024",[300; 1500],300.0,1500.0,[150; 1500],150.0,1500.0,[570; 1500],570.0,1500.0,[500; 1500],500.0,1500.0,True,True,294 taxa domicilios enferm. p/ 1000 inscritos idosos taxa de consultas de enfermagem no domicilio por 1.000 inscritos idosos transversal desempenho | gestao da saude | saude do idoso,https://sdm.min-saude.pt/BI.aspx?id=294,True
206,295,Propor. puérp. 5+ cons. vig. enf. grav. e c/ RP,Proporção de puérperas com 5 ou mais consultas de enfermagem em saúde materna durante a gravidez e com consulta de revisão de puerpério,"Indicador que exprime a proporção de puérperas que realizaram pelo menos 5 consultas de enfermagem de vigilância durante a gravidez e uma consulta de enfermagem de revisão de puerpério.
Numerador: Contagem de puérperas que realizaram pelo menos 5 consultas de enfermagem de vigilância durante a gravidez e uma consulta de enfermagem de revisão de puerpério.
Denominador: Contagem de puérperas.",Desempenho | Gestão da Saúde | Saúde da Mulher,"Ano de 2023: [77; 100]
Ano de 2024: [77; 100]","Ano de 2023: [51; 100]
Ano de 2024: [51; 100]",Saúde Materna,"2023, 2024",[51; 100],51.0,100.0,[51; 100],51.0,100.0,[77; 100],77.0,100.0,[77; 100],77.0,100.0,True,True,295 propor. puerp. 5+ cons. vig. enf. grav. e c/ rp proporcao de puerperas com 5 ou mais consultas de enfermagem em saude materna durante a gravidez e com consulta de revisao de puerperio saude materna desempenho | gestao da saude | saude da mulher,https://sdm.min-saude.pt/BI.aspx?id=295,True
